date,made_plans_new,heart_rate,talked_on_phone_new,strength,hung_out_new,texted_new,miles,kat_review,up_on_time,activity_type,vibes,hung_out_friend,bed_on_time,squats,situps,kat_nice,morning_journal,evening_journal,texted_family,talked_on_phone_friend,made_plans_friend,talked_on_phone_family,duration,kat_meaningful,epic_activity,internet_time,pushups,focused_time,made_plans_family,rows,meditation,reading_time,texted_friend,epic_rating,hung_out_family,kat_smile,cardio
2025-03-07T05:44:52.920Z,No,150,No,No,Yes,No,6,No,Yes,running,8,No,No,,,No,Yes,No,Yes,No,No,No,60,No,No,45,,240,No,,No,180,No,3,No,No,Yes
